ID: 424 ID: 424 | Name: Pansage | Generation: Sáb set 18 23:10:48 BRT 2010 | Height: 0.6m | Weight: 10.5kg | Type: [Grass, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 316
161404  6:(-001) Garchomp,553 (-001) Gardevoir,52 (-001) Garganacl,117 (-001) Gastly,953 (-001) Gastrodon East-Sea Form,237 (-001) Gastrodon West-Sea Form,575 (-001) , 0 (-001) , 0 (-001) , 0 (-001) --> (203552)
203552  6:(-001) Genesect,1191 (-001) Gengar, 3 (-001) Geodude,1076 (-001) Gholdengo,723 (-001) Gible,513 (-001) Gigalith,878 (-001) , 0 (-001) , 0 (-001) , 0 (-001) --> (57576)
57576  9:(-001) Gimmighoul,714 (-001) Girafarig,67 (-001) Giratina,89 (-001) Giratina Origin Form,645 (-001) Glaceon,255 (-001) Glalie,749 (-001) Glameow,903 (-001) Glastrier,602 (-001) Gligar,727 (-001) --> (118228)
118228  6:(-001) Glimmet,1105 (-001) Glimmora,135 (-001) Gliscor,721 (-001) Gloom,410 (-001) Gogoat,554 (-001) Golbat,610 (-001) , 0 (-001) , 0 (-001) , 0 (-001) --> (195328)
195328  9:(-001) Goldeen,1003 (-001) Golduck,961 (-001) Golem,393 (-001) Golett,133 (-001) Golisopod,658 (-001) Golurk,1119 (-001) Goodra,407 (-001) Goomy,347 (-001) Gorebyss,762 (-001) --> (21596)
41128  9:(21596) Grafaiai,194 (147012) Grimer,436 (74024) Grovyle,500 (154208) Gurdurr,316 (40100) Hatenna,233 (86360) Haxorus,841 (206636) Herdier,38 (93556) Hisuian Basculin,186 (218972) Hisuian Lilligant,249 (8232)
21596  8:(-001) Gossifleur,69 (-001) Gothita,34 (-001) Gothitelle,705 (-001) Gothorita,884 (-001) Gourgeist Average,708 (-001) Gourgeist Large,586 (-001) Gourgeist Small,85 (-001) Gourgeist Super,1141 (-001) , 0 (-001) --> (147012)
147012  8:(-001) Grafaiai,194 (-001) Granbull,115 (-001) Grapploct,318 (-001) Graveler,546 (-001) Great Tusk, 5 (-001) Greavard,1042 (-001) Greedent,875 (-001) Greninja,952 (-001) , 0 (-001) --> (74024)
74024  5:(-001) Grimer,436 (-001) Grimmsnarl,987 (-001) Grookey,226 (-001) Grotle,1016 (-001) Groudon,711 (-001) , 0 (-001) , 0 (-001) , 0 (-001) , 0 (-001) --> (154208)
154208  6:(-001) Grovyle,500 (-001) Growlithe,764 (-001) Grubbin,839 (-001) Grumpig,860 (-001) Gulpin,1146 (-001) Gumshoos,643 (-001) , 0 (-001) , 0 (-001) , 0 (-001) --> (40100)
40100  6:(-001) Gurdurr,316 (-001) Guzzlord,975 (-001) Gyarados,477 (-001) Hakamo-o,270 (-001) Happiny,691 (-001) Hariyama,819 (-001) , 0 (-001) , 0 (-001) , 0 (-001) --> (86360)
86360  5:(-001) Hatenna,233 (-001) Hatterene,529 (-001) Hattrem,165 (-001) Haunter,1018 (-001) Hawlucha,992 (-001) , 0 (-001) , 0 (-001) , 0 (-001) , 0 (-001) --> (206636)
206636  7:(-001) Haxorus,841 (-001) Heat Rotom,516 (-001) Heatmor,273 (-001) Heatran,266 (-001) Heliolisk,341 (-001) Helioptile,445 (-001) Heracross,195 (-001) , 0 (-001) , 0 (-001) --> (93556)
93556  5:(-001) Herdier,38 (-001) Hippopotas,1136 (-001) Hippowdon,1158 (-001) Hisuian Arcanine,638 (-001) Hisuian Avalugg,815 (-001) , 0 (-001) , 0 (-001) , 0 (-001) , 0 (-001) --> (218972)
218972  6:(-001) Hisuian Basculin,186 (-001) Hisuian Braviary,914 (-001) Hisuian Decidueye,345 (-001) Hisuian Electrode,1179 (-001) Hisuian Goodra,450 (-001) Hisuian Growlithe,962 (-001) , 0 (-001) , 0 (-001) , 0 (-001) --> (8232)
8232  8:(-001) Hisuian Lilligant,249 (-001) Hisuian Qwilfish,797 (-001) Hisuian Samurott,73 (-001) Hisuian Sliggoo,732 (-001) Hisuian Sneasel,1087 (-001) Hisuian Typhlosion,75 (-001) Hisuian Voltorb,1086 (-001) Hisuian Zoroark,909 (-001) , 0 (-001) --> (150096)
89444  9:(8232) Hisuian Voltorb,1086 (150096) Ho-Oh,1177 (200468) Horsea,123 (225140) Hypno,533 (35988) Indeedee Female,620 (136732) Iron Bundle,845 (181964) Iron Treads,955 (47296) Jolteon,127 (103836) Kangaskhan,1174 (158320)
8232  8:(-001) Hisuian Lilligant,249 (-001) Hisuian Qwilfish,797 (-001) Hisuian Samurott,73 (-001) Hisuian Sliggoo,732 (-001) Hisuian Sneasel,1087 (-001) Hisuian Typhlosion,75 (-001) Hisuian Voltorb,1086 (-001) Hisuian Zoroark,909 (-001) , 0 (-001) --> (150096)
150096  6:(-001) Hisuian Voltorb,1086 (-001) Hisuian Zoroark,909 (-001) Hisuian Zorua,535 (-001) Hitmonchan,166 (-001) Hitmonlee,1186 (-001) Hitmontop,905 (-001) , 0 (-001) , 0 (-001) , 0 (-001) --> (200468)
200468  5:(-001) Ho-Oh,1177 (-001) Honchkrow,484 (-001) Honedge,111 (-001) Hoothoot,686 (-001) Hoppip,984 (-001) , 0 (-001) , 0 (-001) , 0 (-001) , 0 (-001) --> (225140)
225140  6:(-001) Horsea,123 (-001) Houndoom,1045 (-001) Houndour,105 (-001) Houndstone,493 (-001) Huntail,697 (-001) Hydreigon,526 (-001) , 0 (-001) , 0 (-001) , 0 (-001) --> (88416)
35988  5:(-001) Hypno,533 (-001) Igglybuff,664 (-001) Illumise,648 (-001) Impidimp,636 (-001) Incineroar,530 (-001) , 0 (-001) , 0 (-001) , 0 (-001) , 0 (-001) --> (136732)
136732  5:(-001) Indeedee Female,620 (-001) Indeedee Male,492 (-001) Infernape,739 (-001) Inkay,1068 (-001) Inteleon,1069 (-001) , 0 (-001) , 0 (-001) , 0 (-001) , 0 (-001) --> (181964)
181964  5:(-001) Iron Bundle,845 (-001) Iron Hands,585 (-001) Iron Jugulis,267 (-001) Iron Moth,401 (-001) Iron Thorns,253 (-001) , 0 (-001) , 0 (-001) , 0 (-001) , 0 (-001) --> (47296)
47296  7:(-001) Iron Treads,955 (-001) Iron Valiant,1094 (-001) Ivysaur,637 (-001) Jangmo-o,869 (-001) Jellicent,1118 (-001) Jigglypuff,434 (-001) Jirachi,282 (-001) , 0 (-001) , 0 (-001) --> (103836)
103836  8:(-001) Jolteon,127 (-001) Joltik,842 (-001) Jumpluff,268 (-001) Jynx,404 (-001) Kabuto,829 (-001) Kabutops,1064 (-001) Kadabra,94 (-001) Kakuna,413 (-001) , 0 (-001) --> (158320)
158320  5:(-001) Kangaskhan,1174 (-001) Karrablast,48 (-001) Kartana,277 (-001) Kecleon,573 (-001) Keldeo Ordinary Form,283 (-001) , 0 (-001) , 0 (-001) , 0 (-001) , 0 (-001) --> (15428)
137760  7:(15428) Klang,1167 (111032) Koraidon,509 (143928) Kubfu,1008 (197384) Landorus Therian Form,58 (38044) Leavanny,417 (59632) Lickitung,1187 (108976) Litleo,314 (132620) , 0 (-001) , 0 (-001)
15428  6:(-001) Keldeo Resolute Form,454 (-001) Kilowattrel,444 (-001) Kingambit,611 (-001) Kingdra,1036 (-001) Kingler,889 (-001) Kirlia,415 (-001) , 0 (-001) , 0 (-001) , 0 (-001) --> (111032)
111032  9:(-001) Klang,1167 (-001) Klawf,491 (-001) Kleavor,807 (-001) Klefki,390 (-001) Klink,606 (-001) Klinklang,201 (-001) Koffing,1161 (-001) Komala,510 (-001) Kommo-o,461 (-001) --> (143928)
143928  6:(-001) Koraidon,509 (-001) Krabby,55 (-001) Kricketot,1040 (-001) Kricketune,534 (-001) Krokorok, 6 (-001) Krookodile,225 (-001) , 0 (-001) , 0 (-001) , 0 (-001) --> (197384)
197384  6:(-001) Kubfu,1008 (-001) Kyogre,231 (-001) Kyurem,663 (-001) Lairon,552 (-001) Lampent,1170 (-001) Landorus Incarnate Form,147 (-001) , 0 (-001) , 0 (-001) , 0 (-001) --> (38044)
38044  8:(-001) Landorus Therian Form,58 (-001) Lanturn,279 (-001) Lapras,394 (-001) Larvesta,496 (-001) Larvitar,175 (-001) Latias,313 (-001) Latios,170 (-001) Leafeon,809 (-001) , 0 (-001) --> (59632)
59632  5:(-001) Leavanny,417 (-001) Lechonk,291 (-001) Ledian,561 (-001) Ledyba,661 (-001) Lickilicky,483 (-001) , 0 (-001) , 0 (-001) , 0 (-001) , 0 (-001) --> (108976)
108976  6:(-001) Lickitung,1187 (-001) Liepard,1154 (-001) Lileep,103 (-001) Lilligant,406 (-001) Lillipup,189 (-001) Linoone,724 (-001) , 0 (-001) , 0 (-001) , 0 (-001) --> (132620)
132620  5:(-001) Litleo,314 (-001) Litten,993 (-001) Litwick,597 (-001) Lokix,1027 (-001) Lombre,579 (-001) , 0 (-001) , 0 (-001) , 0 (-001) , 0 (-001) --> (5148)
90472  6:(12344) Mega Aerodactyl,200 (114116) Mega Sharpedo,543 (189160) Misdreavus,337 (64772) Nymble,891 (145984) Poipole,1065 (26736) Ralts,944 (171684) , 0 (-001) , 0 (-001) , 0 (-001)
12344  6:(5148) Lunala,151 (92528) Lycanroc Dusk Form,455 (155236) Magcargo,20 (48324) Malamar,599 (117200) Mareanie,897 (75052) Mawile,74 (23652) , 0 (-001) , 0 (-001) , 0 (-001)
5148  7:(-001) Lopunny,635 (-001) Lotad,734 (-001) Loudred,1033 (-001) Lucario,1091 (-001) Ludicolo,323 (-001) Lugia,361 (-001) Lumineon,942 (-001) , 0 (-001) , 0 (-001) --> (92528)
92528  6:(-001) Lunala,151 (-001) Lunatone,629 (-001) Lurantis,22 (-001) Luvdisc,874 (-001) Luxio,639 (-001) Luxray,995 (-001) , 0 (-001) , 0 (-001) , 0 (-001) --> (155236)
155236  8:(-001) Lycanroc Dusk Form,455 (-001) Lycanroc Midday Form,272 (-001) Lycanroc Midnight Form,149 (-001) Mabosstiff,324 (-001) Machamp,425 (-001) Machoke,1048 (-001) Machop,333 (-001) Magby,531 (-001) , 0 (-001) --> (48324)
48324  9:(-001) Magcargo,20 (-001) Magearna,1113 (-001) Magikarp,1169 (-001) Magmar,109 (-001) Magmortar,336 (-001) Magnemite,180 (-001) Magneton,765 (-001) Magnezone,18 (-001) Makuhita,802 (-001) --> (117200)
117200  9:(-001) Malamar,599 (-001) Mamoswine,1089 (-001) Manaphy,469 (-001) Mandibuzz,545 (-001) Manectric,753 (-001) Mankey,865 (-001) Mantine,402 (-001) Mantyke,1082 (-001) Maractus,31 (-001) --> (75052)
75052  9:(-001) Mareanie,897 (-001) Mareep,245 (-001) Marill,1029 (-001) Marowak,88 (-001) Marshadow,822 (-001) Marshtomp,183 (-001) Maschiff,40 (-001) Masquerain,997 (-001) Maushold,304 (-001) --> (23652)
23652  5:(-001) Mawile,74 (-001) Medicham,35 (-001) Meditite,426 (-001) Mega Abomasnow,998 (-001) Mega Absol,215 (-001) , 0 (-001) , 0 (-001) , 0 (-001) , 0 (-001) --> (106920)
114116  5:(106920) Mega Ampharos,141 (205608) Mega Charizard Y,311 (128508) Mega Gengar,1084 (182992) Mega Latias,399 (43184) Mega Mewtwo X,378 (113088) , 0 (-001) , 0 (-001) , 0 (-001) , 0 (-001)
106920  4:(-001) Mega Aerodactyl,200 (-001) Mega Aggron,1183 (-001) Mega Alakazam,99 (-001) Mega Altaria,422 (-001) , 0 (-001) , 0 (-001) , 0 (-001) , 0 (-001) , 0 (-001) --> (205608)
205608  8:(-001) Mega Ampharos,141 (-001) Mega Audino,1139 (-001) Mega Banette,83 (-001) Mega Beedrill,946 (-001) Mega Blastoise,702 (-001) Mega Blaziken,693 (-001) Mega Camerupt,295 (-001) Mega Charizard X,25 (-001) , 0 (-001) --> (128508)
128508  5:(-001) Mega Charizard Y,311 (-001) Mega Diancie,792 (-001) Mega Gallade,139 (-001) Mega Garchomp,1053 (-001) Mega Gardevoir,716 (-001) , 0 (-001) , 0 (-001) , 0 (-001) , 0 (-001) --> (182992)
182992  6:(-001) Mega Gengar,1084 (-001) Mega Glalie,489 (-001) Mega Gyarados,805 (-001) Mega Heracross,517 (-001) Mega Houndoom,386 (-001) Mega Kangaskhan,827 (-001) , 0 (-001) , 0 (-001) , 0 (-001) --> (43184)
43184  8:(-001) Mega Latias,399 (-001) Mega Latios,831 (-001) Mega Lopunny,523 (-001) Mega Lucario,1054 (-001) Mega Manectric,1188 (-001) Mega Mawile,182 (-001) Mega Medicham,343 (-001) Mega Metagross,441 (-001) , 0 (-001) --> (113088)
113088  9:(-001) Mega Mewtwo X,378 (-001) Mega Mewtwo Y,218 (-001) Mega Pidgeot,730 (-001) Mega Pinsir,657 (-001) Mega Rayquaza,54 (-001) Mega Sableye,908 (-001) Mega Salamence,1025 (-001) Mega Sceptile,12 (-001) Mega Scizor,1128 (-001) --> (9260)
189160  5:(9260) Meganium,890 (133648) Meowstic Female,242 (105892) Mew,1055 (188132) Miltank,972 (76080) Minior Meteor Form,957 (178880) , 0 (-001) , 0 (-001) , 0 (-001) , 0 (-001)
9260  6:(-001) Mega Sharpedo,543 (-001) Mega Slowbro,853 (-001) Mega Steelix,16 (-001) Mega Swampert,27 (-001) Mega Tyranitar,332 (-001) Mega Venusaur,858 (-001) , 0 (-001) , 0 (-001) , 0 (-001) --> (133648)
133648  6:(-001) Meganium,890 (-001) Melmetal,590 (-001) Meloetta Aria Form,527 (-001) Meloetta Pirouette Form,614 (-001) Meltan,601 (-001) Meowscarada,296 (-001) , 0 (-001) , 0 (-001) , 0 (-001) --> (105892)
105892  7:(-001) Meowstic Female,242 (-001) Meowstic Male,926 (-001) Meowth,433 (-001) Mesprit,912 (-001) Metagross,274 (-001) Metang,102 (-001) Metapod,731 (-001) , 0 (-001) , 0 (-001) --> (188132)
188132  7:(-001) Mew,1055 (-001) Mewtwo,707 (-001) Mienfoo,505 (-001) Mienshao,641 (-001) Mightyena,726 (-001) Milcery,670 (-001) Milotic,745 (-001) , 0 (-001) , 0 (-001) --> (76080)
76080  7:(-001) Miltank,972 (-001) Mime Jr.,568 (-001) Mimikyu,234 (-001) Minccino,525 (-001) Minior Blue Core,617 (-001) Minior Green Core,51 (-001) Minior Indigo Core,555 (-001) , 0 (-001) , 0 (-001) --> (178880)
178880  7:(-001) Minior Meteor Form,957 (-001) Minior Orange Core,840 (-001) Minior Purple Core,598 (-001) Minior Red Core,419 (-001) Minior Yellow Core,804 (-001) Minun,264 (-001) Miraidon,39 (-001) , 0 (-001) , 0 (-001) --> (19540)
64772  6:(19540) Morgrem,63 (190188) Mr. Rime,775 (94584) Musharna,504 (52436) Natu,1173 (221028) Nidoran M,187 (63744) Ninjask,850 (125424) , 0 (-001) , 0 (-001) , 0 (-001)
19540  5:(-001) Misdreavus,337 (-001) Mismagius,56 (-001) Moltres,437 (-001) Monferno,1166 (-001) Morelull,359 (-001) , 0 (-001) , 0 (-001) , 0 (-001) , 0 (-001) --> (190188)
190188  6:(-001) Morgrem,63 (-001) Morpeko Full Berry Mode,757 (-001) Morpeko Hangry Mode,1023 (-001) Mothim,19 (-001) Mow Rotom,1132 (-001) Mr. Mime,168 (-001) , 0 (-001) , 0 (-001) , 0 (-001) --> (94584)
94584  8:(-001) Mr. Rime,775 (-001) Mudbray,506 (-001) Mudkip,879 (-001) Mudsdale,79 (-001) Muk,837 (-001) Munchlax,191 (-001) Munna,791 (-001) Murkrow,301 (-001) , 0 (-001) --> (52436)
52436  4:(-001) Musharna,504 (-001) Nacli,761 (-001) Naclstack,71 (-001) Naganadel,120 (-001) , 0 (-001) , 0 (-001) , 0 (-001) , 0 (-001) , 0 (-001) --> (221028)
221028  6:(-001) Natu,1173 (-001) Necrozma,848 (-001) Nickit,156 (-001) Nidoking,577 (-001) Nidoqueen,119 (-001) Nidoran F,236 (-001) , 0 (-001) , 0 (-001) , 0 (-001) --> (63744)
63744  6:(-001) Nidoran M,187 (-001) Nidorina,960 (-001) Nidorino,921 (-001) Nihilego,801 (-001) Nincada,138 (-001) Ninetales,920 (-001) , 0 (-001) , 0 (-001) , 0 (-001) --> (125424)
125424  7:(-001) Ninjask,850 (-001) Noctowl,593 (-001) Noibat,1149 (-001) Noivern,1012 (-001) Nosepass,335 (-001) Numel,918 (-001) Nuzleaf,1077 (-001) , 0 (-001) , 0 (-001) --> (32904)
145984  9:(32904) Omanyte,1046 (157292) Orbeetle,1014 (216916) Overqwil,1096 (62716) Paldean Tauros,615 (175796) Pansage,424 (1036) Pawmo,1038 (144956) Petilil,947 (87388) Pidgeot,511 (142900) Piloswine,1000 (199440)
32904  5:(-001) Nymble,891 (-001) Obstagoon,309 (-001) Octillery,1074 (-001) Oddish,923 (-001) Oinkologne,563 (-001) , 0 (-001) , 0 (-001) , 0 (-001) , 0 (-001) --> (157292)
157292  4:(-001) Omanyte,1046 (-001) Omastar,84 (-001) Onix,257 (-001) Oranguru,171 (-001) , 0 (-001) , 0 (-001) , 0 (-001) , 0 (-001) , 0 (-001) --> (216916)
216916  7:(-001) Orbeetle,1014 (-001) Oricorio Baile Style,868 (-001) Oricorio Pa'u Style,1081 (-001) Oricorio Pom-Pom Style,569 (-001) Oricorio Sensu Style,416 (-001) Orthworm,1071 (-001) Oshawott,100 (-001) , 0 (-001) , 0 (-001) --> (62716)
62716  4:(-001) Overqwil,1096 (-001) Pachirisu,98 (-001) Palafin Hero Form,600 (-001) Palafin Zero Form,1035 (-001) , 0 (-001) , 0 (-001) , 0 (-001) , 0 (-001) , 0 (-001) --> (175796)
175796  9:(-001) Paldean Tauros,615 (-001) Paldean Wooper,888 (-001) Palkia,208 (-001) Palkia Origin Form,712 (-001) Palossand,342 (-001) Palpitoad,482 (-001) Pancham,486 (-001) Pangoro,381 (-001) Panpour,570 (-001) --> (1036)
1036  7:(-001) Pansage,424 (-001) Pansear,465 (-001) Paras,632 (-001) Parasect,1109 (-001) Passimian,551 (-001) Patrat,132 (-001) Pawmi,78 (-001) , 0 (-001) , 0 (-001) --> (144956)
144956  6:(-001) Pawmo,1038 (-001) Pawmot,211 (-001) Pawniard,756 (-001) Pelipper,487 (-001) Perrserker,800 (-001) Persian,108 (-001) , 0 (-001) , 0 (-001) , 0 (-001) --> (87388)
87388  6:(-001) Petilil,947 (-001) Phanpy,91 (-001) Phantump,746 (-001) Pheromosa,374 (-001) Phione,367 (-001) Pichu,229 (-001) , 0 (-001) , 0 (-001) , 0 (-001) --> (142900)
142900  7:(-001) Pidgeot,511 (-001) Pidgeotto,1011 (-001) Pidgey,227 (-001) Pidove,612 (-001) Pignite,981 (-001) Pikachu,621 (-001) Pikipek,653 (-001) , 0 (-001) , 0 (-001) --> (199440)
199440  6:(-001) Piloswine,1000 (-001) Pincurchin,162 (-001) Pineco,784 (-001) Pinsir,1078 (-001) Piplup,943 (-001) Plusle,30 (-001) , 0 (-001) , 0 (-001) , 0 (-001) --> (24680)
26736  6:(24680) Ponyta,927 (170656) Primarina,572 (79164) Psyduck,966 (207664) Purrloin,230 (39072) Quaquaval,968 (135704) Qwilfish,72 (223084) , 0 (-001) , 0 (-001) , 0 (-001)
24680  6:(-001) Poipole,1065 (-001) Politoed,258 (-001) Poliwag,241 (-001) Poliwhirl,956 (-001) Poliwrath,129 (-001) Polteageist,357 (-001) , 0 (-001) , 0 (-001) , 0 (-001) --> (170656)
170656  8:(-001) Ponyta,927 (-001) Poochyena,988 (-001) Popplio,385 (-001) Porygon,432 (-001) Porygon-Z,588 (-001) Porygon2,305 (-001) Primal Groudon,260 (-001) Primal Kyogre,179 (-001) , 0 (-001) --> (79164)
79164  4:(-001) Primarina,572 (-001) Primeape,321 (-001) Prinplup,92 (-001) Probopass,297 (-001) , 0 (-001) , 0 (-001) , 0 (-001) , 0 (-001) , 0 (-001) --> (207664)
207664  6:(-001) Psyduck,966 (-001) Pumpkaboo Average,1164 (-001) Pumpkaboo Large,709 (-001) Pumpkaboo Small,1041 (-001) Pumpkaboo Super,873 (-001) Pupitar,125 (-001) , 0 (-001) , 0 (-001) , 0 (-001) --> (39072)
39072  5:(-001) Purrloin,230 (-001) Purugly,976 (-001) Pyroar,651 (-001) Pyukumuku,704 (-001) Quagsire,298 (-001) , 0 (-001) , 0 (-001) , 0 (-001) , 0 (-001) --> (135704)
135704  5:(-001) Quaquaval,968 (-001) Quaxly,1039 (-001) Quaxwell,400 (-001) Quilava,729 (-001) Quilladin,223 (-001) , 0 (-001) , 0 (-001) , 0 (-001) , 0 (-001) --> (223084)
223084  5:(-001) Qwilfish,72 (-001) Raboot,562 (-001) Rabsca,1124 (-001) Raichu,996 (-001) Raikou,662 (-001) , 0 (-001) , 0 (-001) , 0 (-001) , 0 (-001) --> (10288)
171684  5:(10288) Regieleki,192 (169628) Remoraid,473 (53464) Riolu,350 (99724) Rookidee,1062 (134676) Rufflet,675 (162432) , 0 (-001) , 0 (-001) , 0 (-001) , 0 (-001)
10288  8:(-001) Ralts,944 (-001) Rampardos,221 (-001) Rapidash,689 (-001) Raticate,391 (-001) Rattata,104 (-001) Rayquaza,934 (-001) Regice,329 (-001) Regidrago,1030 (-001) , 0 (-001) --> (169628)
169628  6:(-001) Regieleki,192 (-001) Regigigas,688 (-001) Regirock,540 (-001) Registeel,32 (-001) Relicanth,107 (-001) Rellor,892 (-001) , 0 (-001) , 0 (-001) , 0 (-001) --> (53464)
53464  9:(-001) Remoraid,473 (-001) Reshiram,154 (-001) Reuniclus,737 (-001) Revavroom,1083 (-001) Rhydon,605 (-001) Rhyhorn,591 (-001) Rhyperior,895 (-001) Ribombee,1171 (-001) Rillaboom,1193 (-001) --> (99724)
99724  5:(-001) Riolu,350 (-001) Roaring Moon,292 (-001) Rockruff,206 (-001) Roggenrola,352 (-001) Rolycoly,589 (-001) , 0 (-001) , 0 (-001) , 0 (-001) , 0 (-001) --> (134676)
134676  5:(-001) Rookidee,1062 (-001) Roselia,275 (-001) Roserade,1044 (-001) Rotom,68 (-001) Rowlet,10 (-001) , 0 (-001) , 0 (-001) , 0 (-001) , 0 (-001) --> (162432)
162432  9:(-001) Rufflet,675 (-001) Runerigus,788 (-001) Sableye,1107 (-001) Salamence,917 (-001) Salandit,356 (-001) Salazzle,578 (-001) Samurott,96 (-001) Sandaconda,683 (-001) Sandile,1151 (-001) --> (28792)
168600  5:(85332) Shellos East-Sea Form,924 (152152) Spectrier,243 (50380) Swoobat,411 (121312) Tynamo,303 (72996) Wartortle,1051 (167572) , 0 (-001) , 0 (-001) , 0 (-001) , 0 (-001)
85332  4:(28792) Sawsbuck,720 (131592) Scraggy,514 (80192) Seaking,1028 (116172) Seviper,665 (139816) , 0 (-001) , 0 (-001) , 0 (-001) , 0 (-001) , 0 (-001)
28792  5:(-001) Sandshrew,673 (-001) Sandslash,1066 (-001) Sandy Shocks,796 (-001) Sandygast,472 (-001) Sawk,173 (-001) , 0 (-001) , 0 (-001) , 0 (-001) , 0 (-001) --> (131592)
131592  8:(-001) Sawsbuck,720 (-001) Scatterbug,421 (-001) Sceptile,649 (-001) Scizor,246 (-001) Scolipede,161 (-001) Scorbunny,969 (-001) Scovillain,480 (-001) Scrafty,787 (-001) , 0 (-001) --> (80192)
80192  4:(-001) Scraggy,514 (-001) Scream Tail,594 (-001) Scyther,1175 (-001) Seadra,177 (-001) , 0 (-001) , 0 (-001) , 0 (-001) , 0 (-001) , 0 (-001) --> (116172)
116172  8:(-001) Seaking,1028 (-001) Sealeo,131 (-001) Seedot,1153 (-001) Seel,1127 (-001) Seismitoad,114 (-001) Sentret,881 (-001) Serperior,524 (-001) Servine,928 (-001) , 0 (-001) --> (139816)
139816  8:(-001) Seviper,665 (-001) Sewaddle,408 (-001) Sharpedo,838 (-001) Shaymin Land Form,463 (-001) Shaymin Sky Form,654 (-001) Shedinja,254 (-001) Shelgon,479 (-001) Shellder,564 (-001) , 0 (-001) --> (56548)
152152  8:(56548) Shiftry,887 (214860) Shuppet,431 (78136) Simipour,451 (184020) Skarmory,46 (14400) Skwovet,958 (124396) Slurpuff,59 (84304) Sneasel,744 (151124) Snorlax,660 (201496) , 0 (-001)
56548  4:(-001) Shellos East-Sea Form,924 (-001) Shellos West-Sea Form,470 (-001) Shelmet,1125 (-001) Shieldon,158 (-001) , 0 (-001) , 0 (-001) , 0 (-001) , 0 (-001) , 0 (-001) --> (214860)
214860  6:(-001) Shiftry,887 (-001) Shiinotic,97 (-001) Shinx,145 (-001) Shroodle,1150 (-001) Shroomish,634 (-001) Shuckle,915 (-001) , 0 (-001) , 0 (-001) , 0 (-001) --> (78136)
78136  5:(-001) Shuppet,431 (-001) Sigilyph,1097 (-001) Silcoon,717 (-001) Silicobra,293 (-001) Silvally,754 (-001) , 0 (-001) , 0 (-001) , 0 (-001) , 0 (-001) --> (184020)
184020  6:(-001) Simipour,451 (-001) Simisage,76 (-001) Simisear,380 (-001) Sinistea,646 (-001) Sirfetch'd,310 (-001) Sizzlipede,377 (-001) , 0 (-001) , 0 (-001) , 0 (-001) --> (14400)
14400  8:(-001) Skarmory,46 (-001) Skeledirge,899 (-001) Skiddo,835 (-001) Skiploom,941 (-001) Skitty,595 (-001) Skorupi,429 (-001) Skrelp,447 (-001) Skuntank,1005 (-001) , 0 (-001) --> (124396)
124396  9:(-001) Skwovet,958 (-001) Slaking,558 (-001) Slakoth,319 (-001) Sliggoo,863 (-001) Slither Wing,983 (-001) Slowbro,630 (-001) Slowking,1178 (-001) Slowpoke,45 (-001) Slugma,759 (-001) --> (84304)
84304  4:(-001) Slurpuff,59 (-001) Smeargle,369 (-001) Smoliv,522 (-001) Smoochum,794 (-001) , 0 (-001) , 0 (-001) , 0 (-001) , 0 (-001) , 0 (-001) --> (151124)
151124  4:(-001) Sneasel,744 (-001) Sneasler,799 (-001) Snivy,128 (-001) Snom,626 (-001) , 0 (-001) , 0 (-001) , 0 (-001) , 0 (-001) , 0 (-001) --> (201496)
201496  9:(-001) Snorlax,660 (-001) Snorunt,193 (-001) Snover,346 (-001) Snubbull,262 (-001) Sobble,80 (-001) Solgaleo,939 (-001) Solosis,239 (-001) Solrock,806 (-001) Spearow,95 (-001) --> (33932)
50380  5:(33932) Spinda,1067 (96640) Squirtle,518 (120284) Staravia,919 (163460) Stufful,833 (67856) Swadloon,706 (107948) , 0 (-001) , 0 (-001) , 0 (-001) , 0 (-001)
33932  5:(-001) Spectrier,243 (-001) Spewpa,713 (-001) Spheal,1070 (-001) Spidops,348 (-001) Spinarak,495 (-001) , 0 (-001) , 0 (-001) , 0 (-001) , 0 (-001) --> (96640)
96640  6:(-001) Spinda,1067 (-001) Spiritomb,280 (-001) Spoink,633 (-001) Sprigatito,576 (-001) Spritzee,90 (-001) Squawkabilly,936 (-001) , 0 (-001) , 0 (-001) , 0 (-001) --> (120284)
120284  4:(-001) Squirtle,518 (-001) Stakataka,1123 (-001) Stantler,130 (-001) Staraptor,452 (-001) , 0 (-001) , 0 (-001) , 0 (-001) , 0 (-001) , 0 (-001) --> (163460)
163460  8:(-001) Staravia,919 (-001) Starly,65 (-001) Starmie,290 (-001) Staryu,609 (-001) Steelix,1182 (-001) Steenee,964 (-001) Stonjourner,758 (-001) Stoutland,207 (-001) , 0 (-001) --> (67856)
